idVotacao;n_partidos;n_orientacoes_distintas;n_sim;n_nao;n_obs;n_lib;n_abst;n_null;unanime_sim;unanime_nao;divergencia_sim_nao;liberados_majoritarios
2199763-88;7;1;3;0;0;0;0;4;False;False;False;False
2199763-91;7;1;0;3;0;0;0;4;False;False;False;False
2200900-17;8;2;1;1;0;0;0;6;False;False;True;False
2203106-13;6;1;2;0;0;0;0;4;False;False;False;False
2203957-115;8;1;5;0;0;0;0;3;False;False;False;False
2203957-123;8;1;4;0;0;0;0;4;False;False;False;False
2203957-126;8;1;0;4;0;0;0;4;False;False;False;False
2203957-157;8;1;6;0;0;0;0;2;True;False;False;False
2203957-159;8;1;0;6;0;0;0;2;False;True;False;False
2203957-163;8;3;1;4;0;1;0;2;False;False;True;False
2203957-166;8;3;1;4;0;1;0;2;False;False;True;False
2203957-170;8;3;1;4;0;1;0;2;False;False;True;False
2203957-177;8;1;6;0;0;0;0;2;True;False;False;False
2204056-138;8;1;0;1;0;0;0;7;False;False;False;False
2204056-146;8;1;0;3;0;0;0;5;False;False;False;False
2204056-153;8;1;0;3;0;0;0;5;False;False;False;False
2204056-174;8;1;0;2;0;0;0;6;False;False;False;False
2204056-183;8;1;0;3;0;0;0;5;False;False;False;False
2204056-190;8;1;3;0;0;0;0;5;False;False;False;False
2204088-80;7;1;0;0;1;0;0;6;False;False;False;False
2204088-85;7;1;0;0;1;0;0;6;False;False;False;False
2204088-88;7;1;1;0;0;0;0;6;False;False;False;False
2204433-51;7;2;1;2;0;0;0;4;False;False;True;False
2205332-41;4;1;4;0;0;0;0;0;False;False;False;False
2205388-70;4;0;0;0;0;0;0;4;False;False;False;False
2205645-102;8;2;6;1;0;0;0;1;False;False;True;False
2205645-105;8;1;8;0;0;0;0;0;True;False;False;False
2205645-110;8;1;7;0;0;0;0;1;True;False;False;False
2205645-113;8;1;0;7;0;0;0;1;False;True;False;False
2205645-121;8;1;0;6;0;0;0;2;False;True;False;False
2205645-174;8;1;6;0;0;0;0;2;True;False;False;False
2205645-176;8;1;0;6;0;0;0;2;False;True;False;False
2205645-179;8;1;0;6;0;0;0;2;False;True;False;False
2205645-183;8;1;5;0;0;0;0;3;False;False;False;False
2205645-60;8;1;0;8;0;0;0;0;False;True;False;False
2205645-74;8;1;0;8;0;0;0;0;False;True;False;False
2205645-77;8;1;7;0;0;0;0;1;True;False;False;False
2205645-82;8;1;0;7;0;0;0;1;False;True;False;False
2205645-92;8;1;0;8;0;0;0;0;False;True;False;False
2205645-99;8;1;0;8;0;0;0;0;False;True;False;False
2206203-119;8;1;0;8;0;0;0;0;False;True;False;False
2206203-138;8;1;8;0;0;0;0;0;True;False;False;False
2206203-146;8;3;2;3;0;1;0;2;False;False;True;False
2206203-165;8;2;3;5;0;0;0;0;False;False;True;False
2206203-171;8;2;1;7;0;0;0;0;False;False;True;False
2206203-177;8;1;0;8;0;0;0;0;False;True;False;False
2206203-188;8;1;7;0;0;0;0;1;True;False;False;False
2206203-197;8;1;0;8;0;0;0;0;False;True;False;False
2206203-200;8;1;0;7;0;0;0;1;False;True;False;False
2206203-220;8;2;1;6;0;0;0;1;False;False;True;False
2206203-223;8;1;0;8;0;0;0;0;False;True;False;False
2206203-231;8;1;8;0;0;0;0;0;True;False;False;False
2206203-234;8;1;8;0;0;0;0;0;True;False;False;False
2206203-239;8;1;8;0;0;0;0;0;True;False;False;False
2206395-51;8;1;8;0;0;0;0;0;True;False;False;False
2206395-55;8;2;1;6;0;0;0;1;False;False;True;False
2206395-58;8;2;1;7;0;0;0;0;False;False;True;False
2206395-99;8;2;2;6;0;0;0;0;False;False;True;False
2207429-60;8;1;6;0;0;0;0;2;True;False;False;False
2207613-130;8;3;1;1;0;1;0;5;False;False;True;False
2207613-135;8;1;2;0;0;0;0;6;False;False;False;False
2207613-144;8;1;0;2;0;0;0;6;False;False;False;False
2207613-147;8;1;0;2;0;0;0;6;False;False;False;False
2207613-150;8;1;2;0;0;0;0;6;False;False;False;False
2207613-154;8;1;2;0;0;0;0;6;False;False;False;False
2207613-156;8;1;0;2;0;0;0;6;False;False;False;False
2207613-160;8;1;0;2;0;0;0;6;False;False;False;False
2207613-166;8;1;2;0;0;0;0;6;False;False;False;False
2207613-167;8;3;1;1;0;1;0;5;False;False;True;False
2207613-174;8;1;2;0;0;0;0;6;False;False;False;False
2207613-192;8;1;0;2;0;0;0;6;False;False;False;False
2207613-195;8;1;2;0;0;0;0;6;False;False;False;False
2207613-203;8;1;0;2;0;0;0;6;False;False;False;False
2207613-205;8;1;2;0;0;0;0;6;False;False;False;False
2207613-209;8;1;0;2;0;0;0;6;False;False;False;False
2207613-213;8;1;0;2;0;0;0;6;False;False;False;False
2207767-59;7;2;1;2;0;0;0;4;False;False;True;False
2208007-48;7;2;2;1;0;0;0;4;False;False;True;False
2208682-147;8;1;5;0;0;0;0;3;False;False;False;False
2208682-151;8;1;0;4;0;0;0;4;False;False;False;False
2208720-41;8;1;0;2;0;0;0;6;False;False;False;False
2208720-50;8;1;2;0;0;0;0;6;False;False;False;False
2208720-53;8;1;2;0;0;0;0;6;False;False;False;False
2208720-56;8;1;0;2;0;0;0;6;False;False;False;False
2208720-68;8;1;0;3;0;0;0;5;False;False;False;False
2208771-83;8;1;5;0;0;0;0;3;False;False;False;False
2209381-100;8;1;2;0;0;0;0;6;False;False;False;False
2209381-70;8;2;0;0;1;1;0;6;False;False;False;False
2209381-77;8;2;0;1;1;0;0;6;False;False;False;False
2209381-85;8;1;0;2;0;0;0;6;False;False;False;False
2209381-92;8;1;0;2;0;0;0;6;False;False;False;False
2209381-95;8;1;0;2;0;0;0;6;False;False;False;False
2209722-11;8;2;1;0;1;0;0;6;False;False;False;False
2210127-55;7;1;0;2;0;0;0;5;False;False;False;False
2210127-60;7;1;0;5;0;0;0;2;False;False;False;False
2210523-26;8;1;0;3;0;0;0;5;False;False;False;False
2210523-35;8;1;0;3;0;0;0;5;False;False;False;False
2210523-38;8;1;0;3;0;0;0;5;False;False;False;False
2210523-43;8;1;0;2;0;0;0;6;False;False;False;False
2210523-47;8;1;3;0;0;0;0;5;False;False;False;False
2210523-59;8;1;0;3;0;0;0;5;False;False;False;False
2210523-66;8;1;0;3;0;0;0;5;False;False;False;False
2210523-70;8;1;3;0;0;0;0;5;False;False;False;False
2210757-104;8;1;6;0;0;0;0;2;True;False;False;False
2210757-93;8;1;6;0;0;0;0;2;True;False;False;False
2210757-96;8;2;1;5;0;0;0;2;False;False;True;False
2211506-10;8;2;4;1;0;0;0;3;False;False;True;False
2212908-90;4;1;0;3;0;0;0;1;False;False;False;False
2212949-38;8;2;2;1;0;0;0;5;False;False;True;False
2212949-45;8;1;0;3;0;0;0;5;False;False;False;False
2212949-49;8;2;2;1;0;0;0;5;False;False;True;False
2213191-106;8;1;0;3;0;0;0;5;False;False;False;False
2213191-40;8;1;0;2;0;0;0;6;False;False;False;False
2213191-48;8;1;0;3;0;0;0;5;False;False;False;False
2213191-53;8;1;0;2;0;0;0;6;False;False;False;False
2213191-60;8;1;0;3;0;0;0;5;False;False;False;False
2213191-62;8;1;3;0;0;0;0;5;False;False;False;False
2213191-67;8;1;0;2;0;0;0;6;False;False;False;False
2213191-68;8;1;0;3;0;0;0;5;False;False;False;False
2213191-73;8;1;0;0;0;2;0;6;False;False;False;False
2213191-81;8;1;0;3;0;0;0;5;False;False;False;False
2213263-61;5;1;0;3;0;0;0;2;False;False;False;False
2214043-72;6;1;2;0;0;0;0;4;False;False;False;False
2214151-11;8;1;3;0;0;0;0;5;False;False;False;False
2215268-40;6;2;1;3;0;0;0;2;False;False;True;False
2215293-9;8;1;3;0;0;0;0;5;False;False;False;False
2215381-8;8;1;3;0;0;0;0;5;False;False;False;False
2216799-23;8;1;0;3;0;0;0;5;False;False;False;False
2216799-30;8;1;0;2;0;0;0;6;False;False;False;False
2216799-34;8;1;3;0;0;0;0;5;False;False;False;False
2216799-41;8;1;0;2;0;0;0;6;False;False;False;False
2216799-67;8;1;0;2;0;0;0;6;False;False;False;False
2216799-71;8;1;2;0;0;0;0;6;False;False;False;False
2217142-68;8;3;1;4;0;1;0;2;False;False;True;False
2217142-73;8;1;0;6;0;0;0;2;False;True;False;False
2217142-86;8;1;0;6;0;0;0;2;False;True;False;False
2217142-88;8;1;6;0;0;0;0;2;True;False;False;False
2219406-6;8;1;2;0;0;0;0;6;False;False;False;False
2219905-7;8;1;0;0;0;2;0;6;False;False;False;False
2219957-27;7;2;1;2;0;0;0;4;False;False;True;False
2219957-37;5;2;1;1;0;0;0;3;False;False;True;False
2219957-58;5;1;0;1;0;0;0;4;False;False;False;False
2220292-179;7;2;2;4;0;0;0;1;False;False;True;False
2220292-188;7;2;3;4;0;0;0;0;False;False;True;False
2220292-202;7;2;4;1;0;0;0;2;False;False;True;False
2220292-211;7;1;5;0;0;0;0;2;False;False;False;False
2220292-218;8;1;6;0;0;0;0;2;True;False;False;False
2220292-229;8;2;0;4;0;2;0;2;False;False;False;False
2222835-39;6;1;0;4;0;0;0;2;False;False;False;False
2222884-104;8;2;2;0;0;1;0;5;False;False;False;False
2222884-39;8;1;0;3;0;0;0;5;False;False;False;False
2222884-43;8;1;0;3;0;0;0;5;False;False;False;False
2222884-47;8;1;3;0;0;0;0;5;False;False;False;False
2222884-48;8;1;3;0;0;0;0;5;False;False;False;False
2222884-54;8;1;0;3;0;0;0;5;False;False;False;False
2222884-59;8;1;0;3;0;0;0;5;False;False;False;False
2222884-62;8;1;3;0;0;0;0;5;False;False;False;False
2222884-67;8;1;0;2;0;0;0;6;False;False;False;False
2222884-70;8;2;2;1;0;0;0;5;False;False;True;False
2222884-73;8;1;2;0;0;0;0;6;False;False;False;False
2222884-77;8;2;1;2;0;0;0;5;False;False;True;False
2222884-83;8;1;2;0;0;0;0;6;False;False;False;False
2222884-86;8;1;0;3;0;0;0;5;False;False;False;False
2222884-98;8;1;0;3;0;0;0;5;False;False;False;False
2222991-6;8;1;3;0;0;0;0;5;False;False;False;False
2222992-9;8;2;1;1;0;0;0;6;False;False;True;False
2223878-29;6;0;0;0;0;0;0;6;False;False;False;False
2223878-37;6;1;0;3;0;0;0;3;False;False;False;False
2223878-46;7;2;4;1;0;0;0;2;False;False;True;False
2224067-44;8;1;0;7;0;0;0;1;False;True;False;False
2224067-58;8;1;0;8;0;0;0;0;False;True;False;False
2224067-81;8;1;0;7;0;0;0;1;False;True;False;False
2224067-84;8;1;0;7;0;0;0;1;False;True;False;False
2224067-87;8;1;8;0;0;0;0;0;True;False;False;False
2224067-90;8;1;7;0;0;0;0;1;True;False;False;False
2224067-92;8;1;7;0;0;0;0;1;True;False;False;False
2224225-63;8;1;5;0;0;0;0;3;False;False;False;False
2224574-5;8;1;3;0;0;0;0;5;False;False;False;False
2224760-5;8;1;3;0;0;0;0;5;False;False;False;False
2224999-104;7;1;0;0;1;0;0;6;False;False;False;False
2224999-107;7;1;0;0;1;0;0;6;False;False;False;False
2224999-67;7;1;0;0;1;0;0;6;False;False;False;False
2224999-88;7;1;0;0;1;0;0;6;False;False;False;False
2224999-96;7;1;0;0;1;0;0;6;False;False;False;False
2226336-8;8;1;2;0;0;0;0;6;False;False;False;False
2226362-7;8;1;3;0;0;0;0;5;False;False;False;False
2227826-24;8;1;0;2;0;0;0;6;False;False;False;False
2227917-37;8;1;0;3;0;0;0;5;False;False;False;False
2227917-42;8;1;3;0;0;0;0;5;False;False;False;False
2228665-48;8;1;2;0;0;0;0;6;False;False;False;False
2228978-53;8;1;0;8;0;0;0;0;False;True;False;False
2229308-40;8;1;0;8;0;0;0;0;False;True;False;False
2229308-44;8;1;8;0;0;0;0;0;True;False;False;False
2229308-64;8;2;7;0;0;1;0;0;True;False;False;False
2229308-65;8;2;7;0;0;1;0;0;True;False;False;False
2229308-66;8;1;6;0;0;0;0;2;True;False;False;False
2229308-71;8;1;0;8;0;0;0;0;False;True;False;False
2229308-80;8;1;7;0;0;0;0;1;True;False;False;False
2229812-6;8;1;2;0;0;0;0;6;False;False;False;False
2229813-5;8;1;2;0;0;0;0;6;False;False;False;False
2230248-6;8;1;6;0;0;0;0;2;True;False;False;False
2230560-22;6;2;1;1;0;0;0;4;False;False;True;False
2230573-7;8;1;2;0;0;0;0;6;False;False;False;False
2230815-65;8;1;0;8;0;0;0;0;False;True;False;False
2230815-71;8;3;6;1;0;1;0;0;False;False;True;False
2231632-102;7;1;1;0;0;0;0;6;False;False;False;False
2231632-97;7;1;0;1;0;0;0;6;False;False;False;False
2232067-10;8;1;6;0;0;0;0;2;True;False;False;False
2232173-4;8;1;2;0;0;0;0;6;False;False;False;False
2233488-33;8;1;0;7;0;0;0;1;False;True;False;False
2233718-10;8;2;2;1;0;0;0;5;False;False;True;False
2234001-59;8;1;5;0;0;0;0;3;False;False;False;False
2234001-65;8;1;0;5;0;0;0;3;False;False;False;False
2234001-68;8;2;1;4;0;0;0;3;False;False;True;False
2234001-69;8;2;1;4;0;0;0;3;False;False;True;False
2234707-53;8;1;5;0;0;0;0;3;False;False;False;False
2236213-50;8;2;1;6;0;0;0;1;False;False;True;False
2236261-46;8;2;1;6;0;0;0;1;False;False;True;False
2236261-56;8;1;0;8;0;0;0;0;False;True;False;False
2236291-85;7;1;0;1;0;0;0;6;False;False;False;False
2236340-105;8;1;6;0;0;0;0;2;True;False;False;False
2236340-109;8;1;0;6;0;0;0;2;False;True;False;False
2236340-116;8;1;0;5;0;0;0;3;False;False;False;False
2236340-89;8;1;0;6;0;0;0;2;False;True;False;False
2236388-26;4;1;0;1;0;0;0;3;False;False;False;False
2236607-77;8;1;6;0;0;0;0;2;True;False;False;False
2236858-34;8;1;0;7;0;0;0;1;False;True;False;False
2237331-53;8;1;8;0;0;0;0;0;True;False;False;False
2237876-103;8;2;1;5;0;0;0;2;False;False;True;False
2237876-107;8;1;0;6;0;0;0;2;False;True;False;False
2237876-113;8;2;1;5;0;0;0;2;False;False;True;False
2237876-116;8;1;0;6;0;0;0;2;False;True;False;False
2237876-119;8;1;0;6;0;0;0;2;False;True;False;False
2237876-120;8;1;0;6;0;0;0;2;False;True;False;False
2237876-159;8;1;0;5;0;0;0;3;False;False;False;False
2237876-166;8;1;0;4;0;0;0;4;False;False;False;False
2237876-171;8;2;0;4;1;0;0;3;False;False;False;False
2237876-176;8;1;5;0;0;0;0;3;False;False;False;False
2237876-177;8;2;0;4;1;0;0;3;False;False;False;False
2237876-180;8;2;2;3;0;0;0;3;False;False;True;False
2237876-183;8;1;0;4;0;0;0;4;False;False;False;False
2237876-188;8;1;4;0;0;0;0;4;False;False;False;False
2237876-99;8;2;4;1;0;0;0;3;False;False;True;False
2238112-32;8;1;0;8;0;0;0;0;False;True;False;False
2238112-46;8;1;0;8;0;0;0;0;False;True;False;False
2238112-59;8;1;0;6;0;0;0;2;False;True;False;False
2238112-62;8;1;0;7;0;0;0;1;False;True;False;False
2238112-68;8;1;8;0;0;0;0;0;True;False;False;False
2238112-71;8;1;0;8;0;0;0;0;False;True;False;False
2238112-81;8;1;0;8;0;0;0;0;False;True;False;False
2238112-82;8;1;0;8;0;0;0;0;False;True;False;False
2238434-100;7;1;1;0;0;0;0;6;False;False;False;False
2238434-104;7;1;0;1;0;0;0;6;False;False;False;False
2238434-146;7;1;0;0;1;0;0;6;False;False;False;False
2238434-150;7;1;0;0;1;0;0;6;False;False;False;False
2238434-80;7;1;1;0;0;0;0;6;False;False;False;False
2238434-85;7;1;0;1;0;0;0;6;False;False;False;False
2238434-89;7;1;0;0;0;1;0;6;False;False;False;False
2238434-94;7;1;1;0;0;0;0;6;False;False;False;False
2238473-49;4;1;0;2;0;0;0;2;False;False;False;False
2238473-52;6;1;1;0;0;0;0;5;False;False;False;False
2238527-77;6;1;0;5;0;0;0;1;False;False;False;False
2238652-59;8;1;6;0;0;0;0;2;True;False;False;False
2239098-68;8;1;4;0;0;0;0;4;False;False;False;False
2241642-59;8;1;7;0;0;0;0;1;True;False;False;False
2241642-76;8;2;7;0;0;1;0;0;True;False;False;False
2241642-91;8;1;0;6;0;0;0;2;False;True;False;False
2241660-35;8;1;0;5;0;0;0;3;False;False;False;False
2241660-61;8;1;5;0;0;0;0;3;False;False;False;False
2241660-73;8;1;0;8;0;0;0;0;False;True;False;False
2241660-77;8;1;0;6;0;0;0;2;False;True;False;False
2241660-85;8;1;8;0;0;0;0;0;True;False;False;False
2241660-90;8;1;7;0;0;0;0;1;True;False;False;False
2241660-99;8;1;8;0;0;0;0;0;True;False;False;False
2241662-103;8;1;8;0;0;0;0;0;True;False;False;False
2241662-117;8;1;8;0;0;0;0;0;True;False;False;False
2241662-118;8;1;7;0;0;0;0;1;True;False;False;False
2241662-123;8;1;7;0;0;0;0;1;True;False;False;False
2241662-131;8;1;8;0;0;0;0;0;True;False;False;False
2241662-137;8;1;7;0;0;0;0;1;True;False;False;False
2241662-37;8;1;0;7;0;0;0;1;False;True;False;False
2241662-46;8;1;0;6;0;0;0;2;False;True;False;False
2241662-66;8;1;0;8;0;0;0;0;False;True;False;False
2241662-72;8;1;0;7;0;0;0;1;False;True;False;False
2241662-76;8;1;8;0;0;0;0;0;True;False;False;False
2241662-77;8;1;8;0;0;0;0;0;True;False;False;False
2241662-79;8;1;8;0;0;0;0;0;True;False;False;False
2241662-81;8;1;0;8;0;0;0;0;False;True;False;False
2241662-85;8;1;8;0;0;0;0;0;True;False;False;False
2241662-90;8;1;0;8;0;0;0;0;False;True;False;False
2241662-93;8;2;1;7;0;0;0;0;False;False;True;False
2241662-96;8;2;7;1;0;0;0;0;False;False;True;False
2241662-98;8;1;0;6;0;0;0;2;False;True;False;False
2241695-100;8;1;5;0;0;0;0;3;False;False;False;False
2241695-65;8;2;1;0;0;4;0;3;False;False;False;False
2241811-29;6;2;1;3;0;0;0;2;False;False;True;False
2242000-151;8;1;0;7;0;0;0;1;False;True;False;False
2242000-83;8;3;1;6;0;1;0;0;False;False;True;False
2242000-90;8;1;7;0;0;0;0;1;True;False;False;False
2242140-138;8;1;8;0;0;0;0;0;True;False;False;False
2242140-63;8;2;2;6;0;0;0;0;False;False;True;False
2242140-72;8;1;0;8;0;0;0;0;False;True;False;False
2242140-81;8;2;2;6;0;0;0;0;False;False;True;False
2242238-17;8;1;5;0;0;0;0;3;False;False;False;False
2242282-7;8;1;7;0;0;0;0;1;True;False;False;False
2242322-7;8;1;8;0;0;0;0;0;True;False;False;False
2242400-83;8;3;6;1;0;1;0;0;False;False;True;False
2242413-59;8;1;0;8;0;0;0;0;False;True;False;False
2242413-81;8;1;0;4;0;0;0;4;False;False;False;False
2242488-47;8;1;7;0;0;0;0;1;True;False;False;False
2242488-56;8;1;0;8;0;0;0;0;False;True;False;False
2242583-51;8;1;8;0;0;0;0;0;True;False;False;False
2242583-61;8;1;8;0;0;0;0;0;True;False;False;False
2242583-63;8;1;8;0;0;0;0;0;True;False;False;False
2242583-66;8;1;8;0;0;0;0;0;True;False;False;False
2242618-52;8;2;7;1;0;0;0;0;False;False;True;False
2242618-79;8;1;8;0;0;0;0;0;True;False;False;False
2242821-129;8;1;8;0;0;0;0;0;True;False;False;False
2242868-76;8;2;2;6;0;0;0;0;False;False;True;False
2242887-100;8;2;6;1;0;0;0;1;False;False;True;False
2242887-109;8;1;0;7;0;0;0;1;False;True;False;False
2242887-152;8;2;1;7;0;0;0;0;False;False;True;False
2242887-57;8;1;0;8;0;0;0;0;False;True;False;False
2242887-64;8;1;0;7;0;0;0;1;False;True;False;False
2242887-67;8;1;6;0;0;0;0;2;True;False;False;False
2242887-82;8;2;1;6;0;0;0;1;False;False;True;False
2242887-95;8;1;0;7;0;0;0;1;False;True;False;False
2242888-100;8;1;7;0;0;0;0;1;True;False;False;False
2242888-105;8;1;0;8;0;0;0;0;False;True;False;False
2242888-108;8;1;8;0;0;0;0;0;True;False;False;False
2242888-111;8;1;8;0;0;0;0;0;True;False;False;False
2242888-114;8;1;7;0;0;0;0;1;True;False;False;False
2242888-115;8;1;7;0;0;0;0;1;True;False;False;False
2242888-38;8;1;0;6;0;0;0;2;False;True;False;False
2242888-48;8;1;0;8;0;0;0;0;False;True;False;False
2242888-56;8;1;0;8;0;0;0;0;False;True;False;False
2242888-60;8;1;0;8;0;0;0;0;False;True;False;False
2242888-66;8;1;7;0;0;0;0;1;True;False;False;False
2242888-67;8;1;8;0;0;0;0;0;True;False;False;False
2242888-71;8;1;8;0;0;0;0;0;True;False;False;False
2242888-78;8;2;0;6;0;2;0;0;False;True;False;False
2242888-93;8;1;0;8;0;0;0;0;False;True;False;False
2242888-95;8;1;0;8;0;0;0;0;False;True;False;False
2243079-117;8;1;0;6;0;0;0;2;False;True;False;False
2243079-126;8;1;0;6;0;0;0;2;False;True;False;False
2243079-131;8;2;2;4;0;0;0;2;False;False;True;False
2243079-81;8;2;1;5;0;0;0;2;False;False;True;False
2243108-76;8;2;7;0;0;1;0;0;True;False;False;False
2244008-82;7;1;1;0;0;0;0;6;False;False;False;False
2244243-105;8;1;7;0;0;0;0;1;True;False;False;False
2244243-62;8;1;8;0;0;0;0;0;True;False;False;False
2244243-71;8;1;0;8;0;0;0;0;False;True;False;False
2244773-6;8;1;8;0;0;0;0;0;True;False;False;False
2246357-57;8;2;1;5;0;0;0;2;False;False;True;False
2246359-31;8;2;7;1;0;0;0;0;False;False;True;False
2247459-6;8;1;0;3;0;0;0;5;False;False;False;False
2247564-60;8;2;6;2;0;0;0;0;False;False;True;False
2247980-114;8;2;2;5;0;0;0;1;False;False;True;False
2249891-100;8;1;8;0;0;0;0;0;True;False;False;False
2249891-32;8;1;0;6;0;0;0;2;False;True;False;False
2249891-47;8;1;0;7;0;0;0;1;False;True;False;False
2249891-52;8;1;7;0;0;0;0;1;True;False;False;False
2249891-58;8;2;1;7;0;0;0;0;False;False;True;False
2249891-60;8;1;0;8;0;0;0;0;False;True;False;False
2249891-64;8;1;0;8;0;0;0;0;False;True;False;False
2249891-73;8;1;0;8;0;0;0;0;False;True;False;False
2249891-78;8;1;8;0;0;0;0;0;True;False;False;False
2249891-85;8;1;8;0;0;0;0;0;True;False;False;False
2249891-95;8;1;8;0;0;0;0;0;True;False;False;False
2249891-98;8;1;8;0;0;0;0;0;True;False;False;False
2249925-110;8;1;0;6;0;0;0;2;False;True;False;False
2249925-113;8;1;6;0;0;0;0;2;True;False;False;False
2249925-120;8;1;0;6;0;0;0;2;False;True;False;False
2249925-153;8;1;0;6;0;0;0;2;False;True;False;False
2249925-158;8;2;1;5;0;0;0;2;False;False;True;False
2249932-20;6;1;0;1;0;0;0;5;False;False;False;False
2249946-31;8;1;0;8;0;0;0;0;False;True;False;False
2249946-35;8;1;8;0;0;0;0;0;True;False;False;False
2249946-37;8;1;0;7;0;0;0;1;False;True;False;False
2249946-40;8;1;8;0;0;0;0;0;True;False;False;False
2249946-43;8;1;0;7;0;0;0;1;False;True;False;False
2249946-53;8;1;7;0;0;0;0;1;True;False;False;False
2249946-56;8;1;8;0;0;0;0;0;True;False;False;False
2249946-60;8;1;0;8;0;0;0;0;False;True;False;False
2249946-63;8;2;6;1;0;0;0;1;False;False;True;False
2249946-66;8;1;8;0;0;0;0;0;True;False;False;False
2249946-69;8;1;8;0;0;0;0;0;True;False;False;False
2249946-71;8;1;8;0;0;0;0;0;True;False;False;False
2249946-85;8;1;7;0;0;0;0;1;True;False;False;False
2249946-92;8;1;8;0;0;0;0;0;True;False;False;False
2249946-96;8;1;8;0;0;0;0;0;True;False;False;False
2249946-99;8;1;7;0;0;0;0;1;True;False;False;False
2250300-35;8;1;0;8;0;0;0;0;False;True;False;False
2250300-52;8;1;0;8;0;0;0;0;False;True;False;False
2250977-41;8;1;0;8;0;0;0;0;False;True;False;False
2250977-44;8;1;0;8;0;0;0;0;False;True;False;False
2250977-56;8;1;8;0;0;0;0;0;True;False;False;False
2251191-45;8;1;0;8;0;0;0;0;False;True;False;False
2251392-38;8;1;0;7;0;0;0;1;False;True;False;False
2251392-41;8;1;0;7;0;0;0;1;False;True;False;False
2251392-44;8;1;0;7;0;0;0;1;False;True;False;False
2251392-46;8;1;0;7;0;0;0;1;False;True;False;False
2251392-52;8;1;6;0;0;0;0;2;True;False;False;False
2251392-53;8;1;7;0;0;0;0;1;True;False;False;False
2251392-68;8;3;3;1;0;3;0;1;False;False;True;False
2251392-71;8;1;5;0;0;0;0;3;False;False;False;False
2251392-74;8;1;6;0;0;0;0;2;True;False;False;False
2251392-79;8;2;0;5;0;1;0;2;False;False;False;False
2251392-82;8;2;0;5;0;1;0;2;False;False;False;False
2251392-85;8;1;0;6;0;0;0;2;False;True;False;False
2251392-90;8;2;0;5;0;1;0;2;False;False;False;False
2251392-91;8;1;5;0;0;0;0;3;False;False;False;False
2251493-6;8;1;8;0;0;0;0;0;True;False;False;False
2251922-8;8;2;2;3;0;0;0;3;False;False;True;False
2251926-55;8;1;6;0;0;0;0;2;True;False;False;False
2251961-45;8;3;2;1;0;1;0;4;False;False;True;False
2251961-48;8;1;0;4;0;0;0;4;False;False;False;False
2252589-40;8;2;1;3;0;0;0;4;False;False;True;False
2252589-46;8;1;0;4;0;0;0;4;False;False;False;False
2252589-56;8;1;0;5;0;0;0;3;False;False;False;False
2252589-66;8;1;4;0;0;0;0;4;False;False;False;False
2252589-68;8;1;0;4;0;0;0;4;False;False;False;False
2252589-70;8;2;1;4;0;0;0;3;False;False;True;False
2252589-76;8;1;5;0;0;0;0;3;False;False;False;False
2252589-79;8;1;0;6;0;0;0;2;False;True;False;False
2252589-82;8;1;6;0;0;0;0;2;True;False;False;False
2252589-87;8;1;6;0;0;0;0;2;True;False;False;False
2252589-90;8;1;0;6;0;0;0;2;False;True;False;False
2252649-63;8;1;6;0;0;0;0;2;True;False;False;False
2252939-100;8;1;0;6;0;0;0;2;False;True;False;False
2252939-103;8;1;5;0;0;0;0;3;False;False;False;False
2252939-107;8;1;0;6;0;0;0;2;False;True;False;False
2252939-112;8;1;6;0;0;0;0;2;True;False;False;False
2252939-76;8;1;0;4;0;0;0;4;False;False;False;False
2252939-96;8;1;4;0;0;0;0;4;False;False;False;False
2253137-15;8;1;5;0;0;0;0;3;False;False;False;False
2253356-65;8;1;0;8;0;0;0;0;False;True;False;False
2253431-33;8;1;0;6;0;0;0;2;False;True;False;False
2253453-10;8;1;6;0;0;0;0;2;True;False;False;False
2253458-7;8;1;8;0;0;0;0;0;True;False;False;False
2253471-108;8;1;0;8;0;0;0;0;False;True;False;False
2253471-47;8;2;5;3;0;0;0;0;False;False;True;False
2253778-117;8;1;0;8;0;0;0;0;False;True;False;False
2253778-118;8;1;0;8;0;0;0;0;False;True;False;False
2253778-120;8;1;0;8;0;0;0;0;False;True;False;False
2253778-59;8;1;8;0;0;0;0;0;True;False;False;False
2253778-67;8;3;1;4;0;1;0;2;False;False;True;False
2253778-69;8;1;7;0;0;0;0;1;True;False;False;False
2253778-73;8;1;6;0;0;0;0;2;True;False;False;False
2253778-79;8;1;0;6;0;0;0;2;False;True;False;False
2253778-86;8;1;5;0;0;0;0;3;False;False;False;False
2253778-89;8;1;5;0;0;0;0;3;False;False;False;False
2253778-93;8;1;0;5;0;0;0;3;False;False;False;False
2253827-32;8;1;0;6;0;0;0;2;False;True;False;False
2254065-83;6;1;0;1;0;0;0;5;False;False;False;False
2254253-51;8;2;4;0;4;0;0;0;False;False;False;False
2254253-62;8;1;8;0;0;0;0;0;True;False;False;False
2254253-67;8;1;0;7;0;0;0;1;False;True;False;False
2254287-56;8;1;6;0;0;0;0;2;True;False;False;False
2254350-36;5;1;0;1;0;0;0;4;False;False;False;False
2254441-9;8;1;7;0;0;0;0;1;True;False;False;False
2255096-29;8;1;0;8;0;0;0;0;False;True;False;False
2255096-53;8;1;0;8;0;0;0;0;False;True;False;False
