idVotacao;n_partidos;n_orientacoes_distintas;n_sim;n_nao;n_obs;n_lib;n_abst;n_null;unanime_sim;unanime_nao;divergencia_sim_nao;liberados_majoritarios
2285694-55;8;1;0;5;0;0;0;3;False;False;False;False
2285694-58;8;1;6;0;0;0;0;2;True;False;False;False
2285702-7;8;1;5;0;0;0;0;3;False;False;False;False
2285889-103;8;1;0;6;0;0;0;2;False;True;False;False
2285889-105;8;1;5;0;0;0;0;3;False;False;False;False
2285889-119;8;1;5;0;0;0;0;3;False;False;False;False
2285889-126;8;1;0;5;0;0;0;3;False;False;False;False
2285889-176;8;1;0;6;0;0;0;2;False;True;False;False
2285889-187;8;1;0;6;0;0;0;2;False;True;False;False
2285889-192;8;1;0;6;0;0;0;2;False;True;False;False
2285889-195;8;1;0;6;0;0;0;2;False;True;False;False
2285889-198;8;1;0;6;0;0;0;2;False;True;False;False
2285889-201;8;1;0;6;0;0;0;2;False;True;False;False
2285889-205;8;1;0;6;0;0;0;2;False;True;False;False
2285889-91;8;1;6;0;0;0;0;2;True;False;False;False
2286627-121;6;1;0;1;0;0;0;5;False;False;False;False
2286627-142;5;2;0;2;0;1;0;2;False;False;False;False
2286627-150;5;1;2;0;0;0;0;3;False;False;False;False
2286627-155;6;1;1;0;0;0;0;5;False;False;False;False
2286806-66;8;1;0;5;0;0;0;3;False;False;False;False
2286806-71;8;1;0;4;0;0;0;4;False;False;False;False
2286806-73;8;1;5;0;0;0;0;3;False;False;False;False
2286932-7;8;1;6;0;0;0;0;2;True;False;False;False
2287293-9;8;1;6;0;0;0;0;2;True;False;False;False
2287390-7;8;1;6;0;0;0;0;2;True;False;False;False
2287511-60;8;1;0;4;0;0;0;4;False;False;False;False
2287511-68;7;1;0;4;0;0;0;3;False;False;False;False
2287511-71;6;1;0;3;0;0;0;3;False;False;False;False
2287777-8;8;1;6;0;0;0;0;2;True;False;False;False
2287908-7;8;1;5;0;0;0;0;3;False;False;False;False
2288021-102;4;2;1;1;0;0;0;2;False;False;True;False
2288021-108;6;2;1;3;0;0;0;2;False;False;True;False
2288021-113;6;2;2;1;0;0;0;3;False;False;True;False
2288318-78;7;1;1;0;0;0;0;6;False;False;False;False
2288387-63;8;1;0;5;0;0;0;3;False;False;False;False
2288387-76;8;1;5;0;0;0;0;3;False;False;False;False
2288387-82;8;1;5;0;0;0;0;3;False;False;False;False
2288387-93;8;1;0;6;0;0;0;2;False;True;False;False
2288387-95;8;1;0;6;0;0;0;2;False;True;False;False
2288389-103;8;3;2;2;0;1;0;3;False;False;True;False
2288389-105;8;2;2;4;0;0;0;2;False;False;True;False
2288389-107;8;1;0;6;0;0;0;2;False;True;False;False
2288389-110;8;1;0;6;0;0;0;2;False;True;False;False
2288389-113;8;1;0;6;0;0;0;2;False;True;False;False
2288389-115;8;1;0;6;0;0;0;2;False;True;False;False
2288389-117;8;1;6;0;0;0;0;2;True;False;False;False
2288389-122;8;1;0;6;0;0;0;2;False;True;False;False
2288389-132;8;1;0;6;0;0;0;2;False;True;False;False
2288389-146;8;1;0;6;0;0;0;2;False;True;False;False
2288389-160;8;1;0;6;0;0;0;2;False;True;False;False
2288389-53;8;2;4;1;0;0;0;3;False;False;True;False
2288389-68;8;1;0;6;0;0;0;2;False;True;False;False
2288389-78;8;3;4;1;0;1;0;2;False;False;True;False
2288389-88;8;1;0;5;0;0;0;3;False;False;False;False
2288389-91;8;1;0;6;0;0;0;2;False;True;False;False
2288389-92;8;1;0;6;0;0;0;2;False;True;False;False
2288534-8;8;1;4;0;0;0;0;4;False;False;False;False
2288801-59;8;1;6;0;0;0;0;2;True;False;False;False
2288801-72;8;1;6;0;0;0;0;2;True;False;False;False
2289537-9;8;1;4;0;0;0;0;4;False;False;False;False
2289552-46;7;2;2;3;0;0;0;2;False;False;True;False
2289552-55;7;2;2;3;0;0;0;2;False;False;True;False
2289552-58;6;2;3;1;0;0;0;2;False;False;True;False
2289616-31;8;1;5;0;0;0;0;3;False;False;False;False
2289763-52;5;2;1;2;0;0;0;2;False;False;True;False
2289980-49;8;1;6;0;0;0;0;2;True;False;False;False
2289980-54;8;1;0;6;0;0;0;2;False;True;False;False
2290114-13;8;1;6;0;0;0;0;2;True;False;False;False
2290759-62;6;2;1;3;0;0;0;2;False;False;True;False
2290774-17;8;1;6;0;0;0;0;2;True;False;False;False
2291711-21;6;0;0;0;0;0;0;6;False;False;False;False
2291794-43;8;1;6;0;0;0;0;2;True;False;False;False
2291794-46;8;2;1;5;0;0;0;2;False;False;True;False
2291794-51;8;2;1;5;0;0;0;2;False;False;True;False
2291794-54;8;2;1;5;0;0;0;2;False;False;True;False
2291794-57;8;2;1;5;0;0;0;2;False;False;True;False
2291794-60;8;2;5;1;0;0;0;2;False;False;True;False
2291794-62;8;2;5;1;0;0;0;2;False;False;True;False
2291877-43;7;2;1;1;0;0;0;5;False;False;True;False
2291898-53;8;1;0;6;0;0;0;2;False;True;False;False
2291898-73;8;1;6;0;0;0;0;2;True;False;False;False
2291898-78;8;1;6;0;0;0;0;2;True;False;False;False
2292163-103;8;2;0;4;0;1;0;3;False;False;False;False
2292163-104;8;2;0;5;0;1;0;2;False;False;False;False
2292163-125;8;2;5;0;0;1;0;2;False;False;False;False
2292163-148;8;1;6;0;0;0;0;2;True;False;False;False
2292163-188;8;1;6;0;0;0;0;2;True;False;False;False
2292191-9;8;2;5;0;0;1;0;2;False;False;False;False
2293229-55;8;1;6;0;0;0;0;2;True;False;False;False
2293229-61;8;1;0;6;0;0;0;2;False;True;False;False
2293230-44;8;1;5;0;0;0;0;3;False;False;False;False
2293428-47;8;1;6;0;0;0;0;2;True;False;False;False
2293428-48;8;1;6;0;0;0;0;2;True;False;False;False
2293428-50;8;1;6;0;0;0;0;2;True;False;False;False
2293428-71;8;1;0;6;0;0;0;2;False;True;False;False
2293428-77;8;1;6;0;0;0;0;2;True;False;False;False
2293428-80;8;2;3;3;0;0;0;2;False;False;True;False
2293428-83;8;1;0;6;0;0;0;2;False;True;False;False
2293449-108;7;2;1;2;0;0;0;4;False;False;True;False
2293449-111;7;1;0;5;0;0;0;2;False;False;False;False
2293449-117;6;1;0;6;0;0;0;0;False;True;False;False
2293449-126;6;1;5;0;0;0;0;1;False;False;False;False
2293449-129;7;1;4;0;0;0;0;3;False;False;False;False
2293449-132;7;1;4;0;0;0;0;3;False;False;False;False
2293449-133;7;1;5;0;0;0;0;2;False;False;False;False
2293449-136;5;1;4;0;0;0;0;1;False;False;False;False
2293449-138;5;1;4;0;0;0;0;1;False;False;False;False
2293449-141;7;1;5;0;0;0;0;2;False;False;False;False
2293449-144;7;1;5;0;0;0;0;2;False;False;False;False
2293449-147;7;1;5;0;0;0;0;2;False;False;False;False
2293449-169;8;2;1;5;0;0;0;2;False;False;True;False
2293449-174;8;2;4;1;0;0;0;3;False;False;True;False
2293449-176;8;2;5;1;0;0;0;2;False;False;True;False
2293449-187;8;1;6;0;0;0;0;2;True;False;False;False
2293449-188;8;1;5;0;0;0;0;3;False;False;False;False
2293449-191;8;2;5;1;0;0;0;2;False;False;True;False
2293449-195;8;1;5;0;0;0;0;3;False;False;False;False
2293449-199;8;2;5;1;0;0;0;2;False;False;True;False
2293449-202;8;2;5;1;0;0;0;2;False;False;True;False
2293449-205;8;2;5;1;0;0;0;2;False;False;True;False
2293449-209;8;2;5;1;0;0;0;2;False;False;True;False
2293449-215;8;1;0;6;0;0;0;2;False;True;False;False
2293449-237;8;1;6;0;0;0;0;2;True;False;False;False
2293449-244;8;1;6;0;0;0;0;2;True;False;False;False
2293449-247;8;1;6;0;0;0;0;2;True;False;False;False
2293449-250;8;2;5;1;0;0;0;2;False;False;True;False
2293449-255;8;2;4;1;0;0;0;3;False;False;True;False
2293449-38;7;1;0;2;0;0;0;5;False;False;False;False
2293449-45;7;1;0;3;0;0;0;4;False;False;False;False
2293449-52;6;1;0;3;0;0;0;3;False;False;False;False
2293449-54;6;1;4;0;0;0;0;2;False;False;False;False
2293703-113;8;1;0;5;0;0;0;3;False;False;False;False
2293703-122;8;1;5;0;0;0;0;3;False;False;False;False
2293703-125;8;1;5;0;0;0;0;3;False;False;False;False
2293703-138;8;1;5;0;0;0;0;3;False;False;False;False
2293703-39;8;1;0;4;0;0;0;4;False;False;False;False
2294020-60;8;1;0;3;0;0;0;5;False;False;False;False
2294020-65;8;1;5;0;0;0;0;3;False;False;False;False
2294020-68;8;1;0;6;0;0;0;2;False;True;False;False
2294020-71;8;1;0;6;0;0;0;2;False;True;False;False
2294403-10;8;1;5;0;0;0;0;3;False;False;False;False
2294651-25;8;1;0;5;0;0;0;3;False;False;False;False
2294651-33;8;1;5;0;0;0;0;3;False;False;False;False
2294651-38;8;1;5;0;0;0;0;3;False;False;False;False
2295975-8;8;1;6;0;0;0;0;2;True;False;False;False
2296277-8;8;1;6;0;0;0;0;2;True;False;False;False
2296528-48;5;1;0;1;0;0;0;4;False;False;False;False
2296528-63;5;1;0;1;0;0;0;4;False;False;False;False
2296768-8;8;1;6;0;0;0;0;2;True;False;False;False
2296827-14;8;1;6;0;0;0;0;2;True;False;False;False
2297494-8;8;1;4;0;0;0;0;4;False;False;False;False
2297552-15;8;1;0;6;0;0;0;2;False;True;False;False
2297579-44;8;1;6;0;0;0;0;2;True;False;False;False
2297579-49;8;1;0;6;0;0;0;2;False;True;False;False
2297579-53;8;1;0;6;0;0;0;2;False;True;False;False
2297579-56;8;1;0;6;0;0;0;2;False;True;False;False
2297579-86;8;1;6;0;0;0;0;2;True;False;False;False
2297579-87;8;1;0;6;0;0;0;2;False;True;False;False
2298445-40;8;1;0;6;0;0;0;2;False;True;False;False
2298445-65;8;2;5;1;0;0;0;2;False;False;True;False
2298445-68;8;1;0;6;0;0;0;2;False;True;False;False
2298445-71;8;1;0;6;0;0;0;2;False;True;False;False
2298445-74;8;1;0;6;0;0;0;2;False;True;False;False
2298445-77;8;1;0;6;0;0;0;2;False;True;False;False
2298445-81;8;1;0;6;0;0;0;2;False;True;False;False
2298776-5;5;1;0;2;0;0;0;3;False;False;False;False
2299480-8;8;1;5;0;0;0;0;3;False;False;False;False
2299545-8;8;1;5;0;0;0;0;3;False;False;False;False
2299647-11;8;1;5;0;0;0;0;3;False;False;False;False
2299903-53;7;1;0;1;0;0;0;6;False;False;False;False
2300232-56;6;2;1;3;0;0;0;2;False;False;True;False
2300280-15;6;1;2;0;0;0;0;4;False;False;False;False
2300280-17;7;1;2;0;0;0;0;5;False;False;False;False
2300281-26;5;1;0;1;0;0;0;4;False;False;False;False
2300281-30;6;1;1;0;0;0;0;5;False;False;False;False
2300281-34;6;1;1;0;0;0;0;5;False;False;False;False
2300281-38;5;1;1;0;0;0;0;4;False;False;False;False
2300281-42;6;1;1;0;0;0;0;5;False;False;False;False
2300281-46;5;1;1;0;0;0;0;4;False;False;False;False
2300281-6;5;1;0;2;0;0;0;3;False;False;False;False
2300283-13;6;1;0;1;0;0;0;5;False;False;False;False
2300284-11;4;0;0;0;0;0;0;4;False;False;False;False
2300880-36;5;1;1;0;0;0;0;4;False;False;False;False
2300880-76;8;1;0;6;0;0;0;2;False;True;False;False
2300880-88;8;1;0;6;0;0;0;2;False;True;False;False
2300944-10;8;1;5;0;0;0;0;3;False;False;False;False
2301321-31;8;1;0;6;0;0;0;2;False;True;False;False
2301321-40;8;1;6;0;0;0;0;2;True;False;False;False
2301371-65;8;1;5;0;0;0;0;3;False;False;False;False
2301371-72;8;1;0;5;0;0;0;3;False;False;False;False
2301371-74;8;1;6;0;0;0;0;2;True;False;False;False
2301371-78;8;1;0;6;0;0;0;2;False;True;False;False
2301425-16;8;1;0;4;0;0;0;4;False;False;False;False
2301425-20;8;1;4;0;0;0;0;4;False;False;False;False
2301683-33;7;1;0;2;0;0;0;5;False;False;False;False
2301914-8;8;1;6;0;0;0;0;2;True;False;False;False
2303528-73;8;1;6;0;0;0;0;2;True;False;False;False
2303871-36;7;2;1;2;0;0;0;4;False;False;True;False
2304142-11;8;2;4;1;0;0;0;3;False;False;True;False
2304142-8;8;2;1;5;0;0;0;2;False;False;True;False
2304326-37;8;1;0;6;0;0;0;2;False;True;False;False
2304326-42;8;1;0;4;0;0;0;4;False;False;False;False
2304326-64;8;1;5;0;0;0;0;3;False;False;False;False
2304353-65;8;1;3;0;0;0;0;5;False;False;False;False
2304733-7;8;1;6;0;0;0;0;2;True;False;False;False
2304959-33;6;2;2;1;0;0;0;3;False;False;True;False
2304959-43;5;2;1;0;1;0;0;3;False;False;False;False
2305021-8;8;1;6;0;0;0;0;2;True;False;False;False
2305189-27;8;2;1;4;0;0;0;3;False;False;True;False
2305816-108;5;1;1;0;0;0;0;4;False;False;False;False
2306112-69;8;1;6;0;0;0;0;2;True;False;False;False
2306440-6;8;2;5;1;0;0;0;2;False;False;True;False
2306916-8;8;1;5;0;0;0;0;3;False;False;False;False
2307548-42;8;1;0;5;0;0;0;3;False;False;False;False
2307548-61;8;1;5;0;0;0;0;3;False;False;False;False
2307548-67;8;1;0;5;0;0;0;3;False;False;False;False
2307548-68;8;1;5;0;0;0;0;3;False;False;False;False
2307548-71;8;1;5;0;0;0;0;3;False;False;False;False
2307548-75;8;1;5;0;0;0;0;3;False;False;False;False
2308028-9;8;1;6;0;0;0;0;2;True;False;False;False
2309053-105;8;1;6;0;0;0;0;2;True;False;False;False
2309053-106;8;1;6;0;0;0;0;2;True;False;False;False
2309053-109;8;1;0;6;0;0;0;2;False;True;False;False
2309053-112;8;1;6;0;0;0;0;2;True;False;False;False
2309053-125;8;1;6;0;0;0;0;2;True;False;False;False
2309053-157;7;1;0;0;1;0;0;6;False;False;False;False
2309053-167;7;1;0;0;1;0;0;6;False;False;False;False
2309053-173;7;1;0;0;1;0;0;6;False;False;False;False
2309053-174;7;1;0;0;1;0;0;6;False;False;False;False
2309053-176;7;1;0;0;1;0;0;6;False;False;False;False
2309053-179;7;1;0;0;1;0;0;6;False;False;False;False
2309053-68;8;1;0;6;0;0;0;2;False;True;False;False
2309053-77;8;1;0;5;0;0;0;3;False;False;False;False
2309053-90;8;1;0;6;0;0;0;2;False;True;False;False
2309053-94;8;1;6;0;0;0;0;2;True;False;False;False
2309053-95;8;1;6;0;0;0;0;2;True;False;False;False
2309053-98;8;1;0;6;0;0;0;2;False;True;False;False
2309349-122;8;1;0;6;0;0;0;2;False;True;False;False
2309349-146;8;1;6;0;0;0;0;2;True;False;False;False
2309995-40;6;2;1;3;0;0;0;2;False;False;True;False
2310025-37;8;1;0;6;0;0;0;2;False;True;False;False
2310025-56;8;1;6;0;0;0;0;2;True;False;False;False
2310025-61;8;1;6;0;0;0;0;2;True;False;False;False
2310615-55;8;1;6;0;0;0;0;2;True;False;False;False
2310615-80;8;1;6;0;0;0;0;2;True;False;False;False
2310615-84;8;1;6;0;0;0;0;2;True;False;False;False
2310837-8;7;1;0;1;0;0;0;6;False;False;False;False
2311299-67;8;1;6;0;0;0;0;2;True;False;False;False
2311299-78;8;1;0;6;0;0;0;2;False;True;False;False
2311300-33;8;1;0;6;0;0;0;2;False;True;False;False
2311300-57;8;1;0;5;0;0;0;3;False;False;False;False
2311300-60;8;2;1;5;0;0;0;2;False;False;True;False
2311300-63;8;2;1;5;0;0;0;2;False;False;True;False
2311300-66;8;2;5;1;0;0;0;2;False;False;True;False
2311300-69;8;1;0;6;0;0;0;2;False;True;False;False
2311300-78;8;1;6;0;0;0;0;2;True;False;False;False
2311300-81;8;1;6;0;0;0;0;2;True;False;False;False
2311300-84;8;1;6;0;0;0;0;2;True;False;False;False
2311300-86;8;1;0;4;0;0;0;4;False;False;False;False
2311300-88;8;1;6;0;0;0;0;2;True;False;False;False
2311300-91;8;1;5;0;0;0;0;3;False;False;False;False
2311542-20;8;1;0;6;0;0;0;2;False;True;False;False
2311542-25;8;1;0;6;0;0;0;2;False;True;False;False
2311542-30;8;1;6;0;0;0;0;2;True;False;False;False
2311542-31;8;1;5;0;0;0;0;3;False;False;False;False
2311542-34;8;1;5;0;0;0;0;3;False;False;False;False
2311542-37;8;1;5;0;0;0;0;3;False;False;False;False
2311542-41;8;1;0;6;0;0;0;2;False;True;False;False
2311542-49;8;1;5;0;0;0;0;3;False;False;False;False
2311542-52;8;1;6;0;0;0;0;2;True;False;False;False
2311542-55;8;2;1;4;0;0;0;3;False;False;True;False
2311542-62;8;1;5;0;0;0;0;3;False;False;False;False
2311542-66;8;1;5;0;0;0;0;3;False;False;False;False
2311542-69;8;1;5;0;0;0;0;3;False;False;False;False
2311733-9;8;1;5;0;0;0;0;3;False;False;False;False
2312373-128;7;1;0;1;0;0;0;6;False;False;False;False
2312373-140;7;1;0;1;0;0;0;6;False;False;False;False
2312447-5;8;1;6;0;0;0;0;2;True;False;False;False
2312504-49;8;1;6;0;0;0;0;2;True;False;False;False
2312673-9;8;1;6;0;0;0;0;2;True;False;False;False
2312874-9;8;1;4;0;0;0;0;4;False;False;False;False
2312948-113;8;1;0;6;0;0;0;2;False;True;False;False
2312948-116;8;1;0;6;0;0;0;2;False;True;False;False
2312948-118;8;1;6;0;0;0;0;2;True;False;False;False
2312948-43;8;1;0;6;0;0;0;2;False;True;False;False
2312948-57;8;1;0;6;0;0;0;2;False;True;False;False
2312948-71;8;1;0;6;0;0;0;2;False;True;False;False
2312948-74;8;1;6;0;0;0;0;2;True;False;False;False
2312948-77;8;1;0;6;0;0;0;2;False;True;False;False
2312948-80;8;2;0;5;0;1;0;2;False;False;False;False
2312948-83;8;2;0;5;0;1;0;2;False;False;False;False
2312948-89;8;1;0;6;0;0;0;2;False;True;False;False
2312948-92;8;2;2;4;0;0;0;2;False;False;True;False
2312948-93;8;1;0;6;0;0;0;2;False;True;False;False
2312948-96;8;1;0;6;0;0;0;2;False;True;False;False
2313170-43;8;1;0;5;0;0;0;3;False;False;False;False
2313396-56;8;1;6;0;0;0;0;2;True;False;False;False
2313545-40;8;1;0;6;0;0;0;2;False;True;False;False
2313545-43;8;1;0;6;0;0;0;2;False;True;False;False
2313729-50;8;1;6;0;0;0;0;2;True;False;False;False
2313729-60;8;1;0;6;0;0;0;2;False;True;False;False
2313729-71;8;1;0;6;0;0;0;2;False;True;False;False
2313729-92;8;1;6;0;0;0;0;2;True;False;False;False
2313734-116;8;1;6;0;0;0;0;2;True;False;False;False
2313734-120;8;1;6;0;0;0;0;2;True;False;False;False
2313734-37;8;1;0;6;0;0;0;2;False;True;False;False
2313734-42;8;1;0;6;0;0;0;2;False;True;False;False
2313734-53;8;1;0;6;0;0;0;2;False;True;False;False
2313734-59;8;1;6;0;0;0;0;2;True;False;False;False
2313734-62;8;2;4;2;0;0;0;2;False;False;True;False
2313734-65;8;1;6;0;0;0;0;2;True;False;False;False
2313734-70;8;1;6;0;0;0;0;2;True;False;False;False
2313734-73;8;3;2;3;0;1;0;2;False;False;True;False
2313734-76;8;1;6;0;0;0;0;2;True;False;False;False
2313734-83;8;1;6;0;0;0;0;2;True;False;False;False
2313735-47;8;1;6;0;0;0;0;2;True;False;False;False
2313735-50;8;1;0;6;0;0;0;2;False;True;False;False
2313735-55;8;3;2;3;0;1;0;2;False;False;True;False
2313735-56;8;1;0;6;0;0;0;2;False;True;False;False
2313735-59;8;3;2;3;0;1;0;2;False;False;True;False
2313735-62;8;3;2;3;0;1;0;2;False;False;True;False
2313735-78;8;1;6;0;0;0;0;2;True;False;False;False
2313735-80;8;1;6;0;0;0;0;2;True;False;False;False
2313736-41;8;1;6;0;0;0;0;2;True;False;False;False
2313736-46;8;1;0;6;0;0;0;2;False;True;False;False
2313736-54;8;1;0;6;0;0;0;2;False;True;False;False
2313738-33;8;1;0;6;0;0;0;2;False;True;False;False
2313738-41;8;1;6;0;0;0;0;2;True;False;False;False
2313738-48;8;1;6;0;0;0;0;2;True;False;False;False
2313739-33;8;1;6;0;0;0;0;2;True;False;False;False
2313739-36;8;1;0;5;0;0;0;3;False;False;False;False
2313740-101;8;1;0;6;0;0;0;2;False;True;False;False
2313740-51;8;1;0;6;0;0;0;2;False;True;False;False
2313740-53;8;1;6;0;0;0;0;2;True;False;False;False
2313740-63;8;1;0;6;0;0;0;2;False;True;False;False
2313740-66;8;1;6;0;0;0;0;2;True;False;False;False
2313740-96;8;1;0;6;0;0;0;2;False;True;False;False
2313740-97;8;1;0;6;0;0;0;2;False;True;False;False
2313781-39;8;1;0;6;0;0;0;2;False;True;False;False
2313781-57;8;1;0;6;0;0;0;2;False;True;False;False
2313781-63;8;2;5;1;0;0;0;2;False;False;True;False
2313781-70;8;1;0;6;0;0;0;2;False;True;False;False
2313781-71;8;1;0;6;0;0;0;2;False;True;False;False
2313781-74;8;1;0;6;0;0;0;2;False;True;False;False
2313781-82;8;1;0;6;0;0;0;2;False;True;False;False
2313781-85;8;1;0;6;0;0;0;2;False;True;False;False
2313781-88;8;1;0;6;0;0;0;2;False;True;False;False
2313781-91;8;1;0;6;0;0;0;2;False;True;False;False
2314199-8;8;1;6;0;0;0;0;2;True;False;False;False
2314217-10;8;1;6;0;0;0;0;2;True;False;False;False
2314387-8;8;1;3;0;0;0;0;5;False;False;False;False
2314499-30;8;1;0;4;0;0;0;4;False;False;False;False
2314499-37;8;1;0;4;0;0;0;4;False;False;False;False
2314499-49;8;1;0;4;0;0;0;4;False;False;False;False
2314499-58;8;2;1;2;0;0;0;5;False;False;True;False
2314499-61;8;2;3;1;0;0;0;4;False;False;True;False
2314518-38;6;1;0;2;0;0;0;4;False;False;False;False
2314544-27;8;1;5;0;0;0;0;3;False;False;False;False
2314553-33;8;1;6;0;0;0;0;2;True;False;False;False
2314934-40;8;1;6;0;0;0;0;2;True;False;False;False
2314934-45;8;2;1;5;0;0;0;2;False;False;True;False
2314962-33;8;1;6;0;0;0;0;2;True;False;False;False
2315172-9;8;2;4;1;0;0;0;3;False;False;True;False
2315917-27;6;2;1;2;0;0;0;3;False;False;True;False
2315917-38;4;1;0;1;0;0;0;3;False;False;False;False
2315917-45;4;1;0;2;0;0;0;2;False;False;False;False
2315917-49;4;1;2;0;0;0;0;2;False;False;False;False
2316624-66;8;1;0;6;0;0;0;2;False;True;False;False
2316624-73;8;1;0;6;0;0;0;2;False;True;False;False
2317406-8;8;2;3;0;0;1;0;4;False;False;False;False
2317563-75;8;1;0;6;0;0;0;2;False;True;False;False
2317563-78;8;1;5;0;0;0;0;3;False;False;False;False
2317563-82;8;1;0;4;0;0;0;4;False;False;False;False
2317563-85;8;1;6;0;0;0;0;2;True;False;False;False
2317563-88;8;1;6;0;0;0;0;2;True;False;False;False
2317563-95;8;1;6;0;0;0;0;2;True;False;False;False
2317563-97;8;1;0;6;0;0;0;2;False;True;False;False
2317622-39;8;1;5;0;0;0;0;3;False;False;False;False
2317622-43;8;1;6;0;0;0;0;2;True;False;False;False
2317648-72;8;1;6;0;0;0;0;2;True;False;False;False
2317648-74;8;1;0;6;0;0;0;2;False;True;False;False
2317648-86;8;1;0;6;0;0;0;2;False;True;False;False
2317648-88;8;1;6;0;0;0;0;2;True;False;False;False
2318022-32;8;1;0;6;0;0;0;2;False;True;False;False
2318022-44;8;1;6;0;0;0;0;2;True;False;False;False
2318022-49;8;1;0;6;0;0;0;2;False;True;False;False
2318022-53;8;1;6;0;0;0;0;2;True;False;False;False
2318022-56;8;1;6;0;0;0;0;2;True;False;False;False
2318116-8;8;1;5;0;0;0;0;3;False;False;False;False
2318165-12;8;1;5;0;0;0;0;3;False;False;False;False
2318277-41;8;1;0;5;0;0;0;3;False;False;False;False
2318277-43;8;1;5;0;0;0;0;3;False;False;False;False
2318277-48;8;1;0;5;0;0;0;3;False;False;False;False
2318277-51;8;1;6;0;0;0;0;2;True;False;False;False
2318277-55;8;1;0;6;0;0;0;2;False;True;False;False
2318280-42;8;1;0;6;0;0;0;2;False;True;False;False
2318399-27;6;1;0;4;0;0;0;2;False;False;False;False
2318399-36;5;1;0;3;0;0;0;2;False;False;False;False
2318399-43;5;1;0;3;0;0;0;2;False;False;False;False
2318399-50;5;1;3;0;0;0;0;2;False;False;False;False
2318553-48;8;1;5;0;0;0;0;3;False;False;False;False
2318553-51;8;1;6;0;0;0;0;2;True;False;False;False
2318553-54;8;1;6;0;0;0;0;2;True;False;False;False
2318583-10;8;1;6;0;0;0;0;2;True;False;False;False
2318583-7;8;1;0;6;0;0;0;2;False;True;False;False
2318737-36;8;1;0;5;0;0;0;3;False;False;False;False
2318737-41;8;1;0;5;0;0;0;3;False;False;False;False
2318737-46;8;1;0;6;0;0;0;2;False;True;False;False
2318737-50;8;1;6;0;0;0;0;2;True;False;False;False
2318737-51;8;1;6;0;0;0;0;2;True;False;False;False
2318737-53;8;1;5;0;0;0;0;3;False;False;False;False
2318737-57;8;1;0;6;0;0;0;2;False;True;False;False
2318737-60;8;1;0;6;0;0;0;2;False;True;False;False
2318737-63;8;1;0;6;0;0;0;2;False;True;False;False
2318737-66;8;1;6;0;0;0;0;2;True;False;False;False
2318737-69;8;1;6;0;0;0;0;2;True;False;False;False
2318737-73;8;1;6;0;0;0;0;2;True;False;False;False
2319129-49;8;1;6;0;0;0;0;2;True;False;False;False
2319129-51;8;2;1;5;0;0;0;2;False;False;True;False
2319129-57;8;1;0;6;0;0;0;2;False;True;False;False
2319129-58;8;2;1;5;0;0;0;2;False;False;True;False
2319129-62;8;1;5;0;0;0;0;3;False;False;False;False
2319129-70;8;1;0;6;0;0;0;2;False;True;False;False
2319129-71;8;2;2;4;0;0;0;2;False;False;True;False
2319129-74;8;1;6;0;0;0;0;2;True;False;False;False
2319129-76;8;1;0;6;0;0;0;2;False;True;False;False
2319129-81;8;1;0;6;0;0;0;2;False;True;False;False
2319129-85;8;2;1;5;0;0;0;2;False;False;True;False
2319364-20;7;1;0;1;0;0;0;6;False;False;False;False
2319485-10;8;1;6;0;0;0;0;2;True;False;False;False
2319485-7;8;1;0;6;0;0;0;2;False;True;False;False
2319511-13;8;1;6;0;0;0;0;2;True;False;False;False
2319532-14;8;1;6;0;0;0;0;2;True;False;False;False
2319794-7;8;1;6;0;0;0;0;2;True;False;False;False
2320014-54;6;1;0;6;0;0;0;0;False;True;False;False
2320014-61;5;1;0;4;0;0;0;1;False;False;False;False
2320014-64;6;1;4;0;0;0;0;2;False;False;False;False
2320081-66;7;1;1;0;0;0;0;6;False;False;False;False
2320081-68;7;1;1;0;0;0;0;6;False;False;False;False
2320266-47;8;1;6;0;0;0;0;2;True;False;False;False
2320266-52;8;1;6;0;0;0;0;2;True;False;False;False
2320266-57;8;1;0;6;0;0;0;2;False;True;False;False
2320266-59;8;1;0;6;0;0;0;2;False;True;False;False
2320266-62;8;1;6;0;0;0;0;2;True;False;False;False
2320266-66;8;1;0;6;0;0;0;2;False;True;False;False
2320266-69;8;1;6;0;0;0;0;2;True;False;False;False
2320266-74;8;1;0;6;0;0;0;2;False;True;False;False
2320333-7;8;1;5;0;0;0;0;3;False;False;False;False
2320527-8;8;1;6;0;0;0;0;2;True;False;False;False
2320532-34;1;1;1;0;0;0;0;0;False;False;False;False
2320532-38;1;1;1;0;0;0;0;0;False;False;False;False
2320532-41;1;1;0;1;0;0;0;0;False;False;False;False
2320686-11;8;2;5;1;0;0;0;2;False;False;True;False
2320799-49;8;1;6;0;0;0;0;2;True;False;False;False
2320799-54;8;1;0;6;0;0;0;2;False;True;False;False
2320799-57;8;2;1;5;0;0;0;2;False;False;True;False
2320799-62;8;1;0;6;0;0;0;2;False;True;False;False
2320799-63;8;1;6;0;0;0;0;2;True;False;False;False
2321477-44;5;2;1;1;0;0;0;3;False;False;True;False
2321689-50;8;1;5;0;0;0;0;3;False;False;False;False
2321689-53;8;1;6;0;0;0;0;2;True;False;False;False
2322624-7;7;3;2;4;0;1;0;0;False;False;True;False
2323050-47;6;2;1;1;0;0;0;4;False;False;True;False
