idLegislatura;mes;align_mean;pol_simple_mean;pol_jaccard_mean;pol_paper_euc;n
56;2021-07-01;0.7759319008718336;0.33652554744970853;0.3418826382246333;116.4804969203943;14567
56;2021-08-01;0.6981037768267159;0.5778574373921571;0.5826801576519229;117.01246948017184;32011
56;2021-09-01;0.7780394927962941;0.3861649458095897;0.38935041956842115;115.57954434545697;25473
56;2021-10-01;0.6755878822117082;0.5208333498362754;0.5250285041232349;108.90337330845574;14161
56;2021-11-01;0.7337043287871186;0.5816831101680184;0.5844982471746791;101.44109070873269;21923
56;2021-12-01;0.7476550220554682;0.466367974653118;0.4998813775281593;97.31008758586174;19723
56;2022-02-01;0.6937197167349981;0.556984433371811;0.5715114602967523;92.9064226868247;21464
56;2022-03-01;0.7389281726832899;0.40309199194091333;0.5150051087984445;92.9064226868247;21496
56;2022-04-01;0.7506174059073397;0.53799391868335;0.5778358305572283;92.9064226868247;20246
56;2022-05-01;0.7087981829113501;0.5379322435013877;0.5873351005736993;92.9064226868247;29938
56;2022-06-01;0.7562649164677804;0.5662678004236517;0.6037533558112878;92.9064226868247;13408
56;2022-07-01;0.7940968540120183;0.38430813744072745;0.46031665307499403;92.90642268682468;11316
56;2022-08-01;0.7191736254202364;0.6208919578211515;0.6471427055197306;92.9064226868247;18442
56;2022-09-01;1.0;1.0;1.0;92.90642268682468;3
56;2022-10-01;0.726525017135024;0.6544947091569168;0.655869461006461;92.90642268682471;2918
56;2022-11-01;0.7514827995255041;0.42639415571828687;0.4322494110587907;92.9064226868247;8430
56;2022-12-01;0.7354651162790697;0.35353524953483606;0.35769495629083053;92.9064226868247;6192
