sample;outcome;ate_pp;p10_pp;p50_pp;p90_pp;n
leg55;gov;12.950437870080068;-3.402044479555128;5.760995018633431;42.442617977165696;80000
leg55;pres;-5.625486660319206;-26.924511881710387;-2.511394109478514;12.400567340577425;80000
leg55;centrao;8.35997096825722;-7.1687934665366075;2.135110576773057;32.47631593689745;80000
leg56_maia;gov;15.945936903595534;-18.315080027428703;1.670949548148313;91.08676404606038;80000
leg56_maia;pres;5.7732110034484005;-51.649314310623126;-0.499559580688097;66.45810267533228;80000
leg56_maia;centrao;10.473015454122434;-49.64298642280207;0.3867199468973331;83.35737468371903;80000
leg56_lira;gov;5.32844251014966;-6.43509669431953;0.5190007687996975;15.372436271786071;80000
leg56_lira;pres;5.159186218622212;-3.094015555198788;0.7785497842195608;15.495811155997782;80000
leg56_lira;centrao;8.783406408246053;-3.25826488235647;0.5936316504928157;17.117753951185964;80000
