coef_sd;se_sd;coef_per_unit;se_per_unit;pp_per_unit;pp_per_sd;pval;stars;n_obs;std_T;group;model;iv_set
-0.001326;0.000906;-0.00056668;0.0003872;-0.0567;-0.1326;0.14332;;289483;2.339613;hist_low;PLR;none
-0.041054;0.008801;-0.01754736;0.00376189;-1.7547;-4.1054;3e-06;***;289483;2.339613;hist_low;PLIV;backlog
0.005277;0.000708;0.00208438;0.00027957;0.2084;0.5277;0.0;***;233581;2.531648;hist_mid;PLR;none
0.015723;0.004879;0.00621076;0.00192729;0.6211;1.5723;0.001271;***;233581;2.531648;hist_mid;PLIV;backlog
-0.000571;0.000407;-0.00022131;0.00015778;-0.0221;-0.0571;0.160726;;346838;2.579988;hist_high;PLR;none
-0.001524;0.004306;-0.0005907;0.00166913;-0.0591;-0.1524;0.723414;;346838;2.579988;hist_high;PLIV;backlog
