outcome,leg,coef_sd,pp_per_unit,se_1way,se_2way,se_ratio,ci95_1way_lo,ci95_1way_hi,ci95_2way_lo,ci95_2way_hi,pval_1way,pval_2way,stars_1way,stars_2way,n_obs,n_deputies,n_votes
gov,56,-0.02289340620769499,-0.9358245347919708,0.005340746841303102,0.020633570849411267,3.8634242480545717,-1.363724327876823,-0.5079247417071185,-2.588982971133523,0.7173339015495815,1.8146511666650156e-05,0.26720494605440503,***,,643594,597,1759
