G_d,G_v,V_d,V_v,V_dv,se_1w_deputy_naive,se_1w_deputy_dof,se_1w_vote_naive,se_2w_naive,se_2w_dof,se_2w_mnw,V_v_over_V_d,V_2w_over_V_1w,coef_pp,leg,n,coef_sd,ar_lo,ar_hi,ar_contains_zero
614.0,617.0,3047.3900593862986,5563.666226700018,350.8266282248962,0.7354302089497874,0.73602982601552,0.9919679414296289,1.209466881134302,1.21045299371649,1.2084815719026196,1.8193336119332943,2.704612374051029,1.8870384420335506,55,226308,0.04499491918289269,-0.4109486321216226,4.547865580529015,True
597.0,1759.0,2679.2329270366936,38064.43562538017,982.4201625471476,0.2188752598892203,0.21905880311634965,0.8249946577551475,0.8431822287108852,0.8438892998864674,0.8424757499704094,14.207214028039173,14.840534389015128,-0.9309684545646448,56,643594,-0.022774610201512013,-2.5962533562686425,0.7343164471393542,True
